"","ISO3","NAME_0","Year","Distance","buffer_area_km2","pop"
"1","ABW","Aruba","2020","10km",181.938402839686,113056
"2","AIA","Anguilla","2020","10km",82.7588064675836,16137
"3","ARE","United Arab Emirates","2020","10km",2234.40794976623,3649301
"4","ASM","American Samoa","2020","10km",223.40214236525,43949
"5","ATF","French Southern Territories","2020","10km",43.5804712349177,0
"6","ATG","Antigua and Barbuda","2020","10km",434.942995202419,93127
"7","AUS","Australia","2020","10km",37467.2381507462,753946
"8","BES","Bonaire, Sint Eustatius and Saba","2020","10km",320.432183927288,22612
"9","BHR","Bahrain","2020","10km",715.125475983707,1348131
"10","BHS","Bahamas","2020","10km",9409.58825044221,315462
"11","BLM","Saint-Barthélemy","2020","10km",24.7077714822599,6333
"12","BLZ","Belize","2020","10km",1392.39591409803,100783
"13","BMU","Bermuda","2020","10km",68.0627244870921,65667
"14","BRA","Brazil","2020","10km",8739.83806435795,7628352
"15","BRB","Barbados","2020","10km",434.639641225766,290125
"16","BRN","Brunei","2020","10km",89.2164950154333,28340
"17","CCK","Cocos Islands","2020","10km",13.7097441616949,493
"18","CHN","China","2020","10km",4389.68503058062,3304361
"19","COK","Cook Islands","2020","10km",261.315290585645,6431
"20","COL","Colombia","2020","10km",3469.83813656269,1574773
"21","COM","Comoros","2020","10km",1667.00581588111,782145
"22","CRI","Costa Rica","2020","10km",3847.08832227332,205472
"23","CUB","Cuba","2020","10km",19123.2493065709,2816025
"24","CUW","Curaçao","2020","10km",436.34211722174,147895
"25","CXR","Christmas Island","2020","10km",139.61034367312,1702
"26","CYM","Cayman Islands","2020","10km",280.407609765878,56634
"27","DJI","Djibouti","2020","10km",2902.6874207106,664884
"28","DMA","Dominica","2020","10km",753.390461125835,66478
"29","DOM","Dominican Republic","2020","10km",8657.78679082833,4401430
"30","ECU","Ecuador","2020","10km",2372.52464392816,11772
"31","EGY","Egypt","2020","10km",15184.5958550326,1080474
"32","ERI","Eritrea","2020","10km",7348.38299678321,292122
"33","FJI","Fiji","2020","10km",10341.3290230325,710291
"34","FSM","Micronesia","2020","10km",774.856625280964,79146
"35","GLP","Guadeloupe","2020","10km",1238.31855788424,300247
"36","GRD","Grenada","2020","10km",359.530958549701,106982
"37","GTM","Guatemala","2020","10km",121.676344112251,12059
"38","GUM","Guam","2020","10km",549.794316053389,165836
"39","HKG","Hong Kong","2020","10km",75.6828056912438,834
"40","HND","Honduras","2020","10km",918.350397972399,160427
"41","HTI","Haiti","2020","10km",10200.9109534809,6864225
"42","IDN","Indonesia","2020","10km",210602.761073363,38049787
"43","IND","India","2020","10km",17354.5332172695,22645095
"44","IOT","British Indian Ocean Territory","2020","10km",64.4476741696049,0
"45","IRN","Iran","2020","10km",3702.13918195146,736521
"46","ISR","Israel","2020","10km",91.3323713768897,59932
"47","JAM","Jamaica","2020","10km",4781.17925392467,1499309
"48","JOR","Jordan","2020","10km",305.324037074377,155060
"49","JPN","Japan","2020","10km",4161.16849511745,1531372
"50","KEN","Kenya","2020","10km",4111.07493005714,2449130
"51","KHM","Cambodia","2020","10km",764.706446598053,149654
"52","KIR","Kiribati","2020","10km",1012.08209593034,67096
"53","KNA","Saint Kitts and Nevis","2020","10km",267.120724961901,50873
"54","KWT","Kuwait","2020","10km",384.932223322278,1227753
"55","LCA","Saint Lucia","2020","10km",608.447381779905,159942
"56","LKA","Sri Lanka","2020","10km",3208.28366172376,2327961
"57","MAF","Saint-Martin","2020","10km",56.1677442916258,30657
"58","MDG","Madagascar","2020","10km",21574.3952514095,2332195
"59","MDV","Maldives","2020","10km",299.684623448732,253743
"60","MEX","Mexico","2020","10km",22628.9860188234,4846191
"61","MHL","Marshall Islands","2020","10km",300.282751393591,33503
"62","MMR","Myanmar","2020","10km",6808.86509210497,614264
"63","MNP","Northern Mariana Islands","2020","10km",324.802160020543,47983
"64","MOZ","Mozambique","2020","10km",9445.0301130338,1271777
"65","MSR","Montserrat","2020","10km",100.645473903565,5269
"66","MTQ","Martinique","2020","10km",775.109880107024,310633
"67","MUS","Mauritius","2020","10km",1608.13480567883,1041558
"68","MYS","Malaysia","2020","10km",9464.62110499143,2400790
"69","MYT","Mayotte","2020","10km",391.665902424275,261694
"70","NCL","New Caledonia","2020","10km",10155.4259021803,231372
"71","NIC","Nicaragua","2020","10km",190.650409380116,3523
"72","NIU","Niue","2020","10km",266.670100392882,1864
"73","NRU","Nauru","2020","10km",22.1510580966136,6586
"74","OMN","Oman","2020","10km",5631.06151920411,829860
"75","PAN","Panama","2020","10km",6715.38422853975,276201
"76","PCN","Pitcairn Islands","2020","10km",54.1939752707576,14
"77","PHL","Philippines","2020","10km",100171.828365,35679284
"78","PLW","Palau","2020","10km",487.506089064966,19162
"79","PNG","Papua New Guinea","2020","10km",42666.3563753186,1538970
"80","PRI","Puerto Rico","2020","10km",3958.87450415803,1949088
"81","PYF","French Polynesia","2020","10km",2981.13435665255,226501
"82","QAT","Qatar","2020","10km",1465.65222320003,934931
"83","REU","Reunion","2020","10km",597.765168571508,414585
"84","SAU","Saudi Arabia","2020","10km",20748.3825820879,5127904
"85","SDN","Sudan","2020","10km",4988.31945237127,843098
"86","SGP","Singapore","2020","10km",252.366928805902,1776167
"87","SLB","Solomon Islands","2020","10km",23047.9221627658,486457
"88","SOM","Somalia","2020","10km",4252.72819110752,2086466
"89","SXM","Sint Maarten","2020","10km",38.007183115797,40026
"90","SYC","Seychelles","2020","10km",490.066516545308,84154
"91","TCA","Turks and Caicos Islands","2020","10km",909.674497313983,51335
"92","THA","Thailand","2020","10km",4004.04854881117,1159136
"93","TKL","Tokelau","2020","10km",15.667142769532,391
"94","TLS","Timor-Leste","2020","10km",4136.39601034502,570172
"95","TON","Tonga","2020","10km",710.918665431546,97183
"96","TTO","Trinidad and Tobago","2020","10km",540.292674443089,53137
"97","TUV","Tuvalu","2020","10km",41.7256053057579,6016
"98","TWN","Taiwan","2020","10km",3183.83283992239,835740
"99","TZA","Tanzania","2020","10km",10589.5310292464,6653968
"100","UMI","United States Minor Outlying Islands","2020","10km",47.2682503712191,40
"101","USA","United States","2020","10km",7181.50041899686,3961612
"102","VCT","Saint Vincent and the Grenadines","2020","10km",156.174463418037,61802
"103","VEN","Venezuela","2020","10km",3323.56224793195,1059587
"104","VGB","British Virgin Islands","2020","10km",169.356708834683,33089
"105","VIR","Virgin Islands, U.S.","2020","10km",362.159801764775,99305
"106","VNM","Vietnam","2020","10km",6153.19658150741,4009046
"107","VUT","Vanuatu","2020","10km",10818.6046010232,253607
"108","WLF","Wallis and Futuna","2020","10km",155.740831769511,13229
"109","WSM","Samoa","2020","10km",2469.16421546463,182171
"110","XCL","Clipperton Island","2020","10km",10.0973004127489,0
"111","XPI","Paracel Islands","2020","10km",19.6775404744515,208
"112","XSP","Spratly Islands","2020","10km",1.87468551044417,110
"113","YEM","Yemen","2020","10km",5453.22257631623,1094631
"114","ZAF","South Africa","2020","10km",218.780154059381,8341
